trip_id,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,City,passenger_count,pickup_day,pickup_month,pickup_year,pickup_hour,pickup_minute,pickup_second,fare_amount
15454,-73.97877,40.766724,-73.97052,40.7562,New York,5,19,11,2012,20,14,0,6.5
15455,-73.99194,40.725586,-73.971924,40.74585,New York,1,19,4,2013,13,46,58,9.0
15456,-73.991234,40.75105,-73.980125,40.75192,New York,2,19,5,2013,1,33,40,6.0
15457,-73.95856,40.780716,-73.947105,40.77178,New York,1,23,4,2014,18,56,0,6.5
15458,-73.99521,40.759174,-74.002495,40.75608,New York,1,14,7,2014,22,30,1,4.5
15459,-73.95658,40.77542,-73.979225,40.750984,New York,1,6,5,2015,8,26,31,17.5
15460,-73.97967,40.743546,-74.00636,40.73931,New York,2,31,7,2009,19,19,5,8.1
15461,-73.9712,40.7587,-73.9878,40.7437,New York,3,28,7,2011,9,52,23,7.7
15462,-73.972336,40.74324,-74.01353,40.715286,New York,1,1,6,2012,7,18,0,14.5
15463,-74.001396,40.72002,-74.00922,40.724678,New York,1,27,9,2010,0,7,6,4.1
15464,-73.98894,40.7591,-73.95344,40.791065,New York,2,24,2,2011,14,1,17,12.5
15465,-73.95351,40.779747,-73.9388,40.799534,New York,1,6,10,2011,18,17,0,5.7
15466,-73.97734,40.761475,-73.97836,40.774437,New York,1,16,9,2012,16,5,55,6.0
15467,-73.98735,40.762775,-73.977036,40.774635,New York,1,23,9,2010,22,8,42,5.7
15468,-73.986084,40.726692,-73.96421,40.764805,New York,1,21,11,2010,8,20,32,8.5
15469,-73.99104,40.735065,-73.962166,40.77796,New York,2,3,12,2010,10,50,0,16.1
15470,-73.96716,40.7722,-73.90798,40.77455,New York,1,11,8,2011,22,22,0,20.1
15471,-73.948265,40.749462,-73.91331,40.750183,New York,3,30,5,2009,22,20,0,6.9
15472,-73.9555,40.80428,-73.939064,40.804996,New York,1,13,8,2009,19,50,9,6.5
15473,-73.98752,40.760414,-73.98143,40.779716,New York,1,17,11,2009,17,14,0,7.7
15474,-73.95483,40.769875,-73.97093,40.764297,New York,1,23,12,2010,14,53,0,6.1
15475,-73.97123,40.76386,-73.96253,40.778378,New York,5,3,12,2011,11,33,0,5.7
15476,-73.986206,40.75574,-73.98106,40.747356,New York,1,25,4,2014,11,26,0,6.5
15477,-74.00872,40.71872,-73.986824,40.739468,New York,1,7,9,2011,20,38,0,16.1
15478,-73.96223,40.779198,-73.9743,40.762505,New York,1,6,11,2012,13,45,30,9.5
15479,-73.98576,40.74689,-74.00885,40.711178,New York,1,19,6,2014,7,0,12,11.0
15480,-73.978035,40.725117,-73.99376,40.724678,New York,1,19,9,2014,20,15,25,10.0
15481,-73.99276,40.758392,-73.9829,40.749573,New York,1,23,11,2010,20,51,46,6.1
15482,-73.980385,40.75021,-73.982445,40.75775,New York,1,19,1,2011,9,5,58,5.3
15483,-73.97528,40.789852,-73.97441,40.79102,New York,3,17,2,2014,13,45,0,6.5
15484,-73.94626,40.777195,-73.993065,40.72978,New York,1,11,7,2011,12,28,0,14.5
15485,-73.99476,40.750217,-73.97029,40.767986,New York,1,7,8,2014,14,30,8,13.5
15486,-73.98476,40.748535,-73.99466,40.75252,New York,3,11,2,2012,21,31,56,3.7
15487,-74.00154,40.73756,-73.98769,40.732586,New York,1,4,6,2012,23,19,36,5.3
15488,-73.96814,40.75538,-73.97855,40.74108,New York,1,13,7,2013,0,24,30,5.5
15489,-74.01538,40.70842,-74.008064,40.74599,New York,1,16,10,2014,19,10,0,10.5
15490,-73.97673,40.743626,-74.004654,40.710575,New York,5,5,4,2009,11,59,0,11.7
15491,-73.78586,40.63873,-73.78586,40.63873,New York,1,15,2,2010,16,49,15,2.5
15492,-73.99135,40.749817,-74.00798,40.712914,New York,1,8,2,2011,10,2,0,9.7
15493,-73.971146,40.78609,-73.959305,40.78111,New York,1,31,10,2013,21,14,0,6.0
15494,-73.99188,40.744366,-73.979126,40.762115,New York,1,11,2,2014,14,27,53,8.0
15495,-73.976326,40.75303,-73.98187,40.728848,New York,1,15,1,2009,9,45,26,8.1
15496,-73.792496,40.644886,-73.95974,40.799656,New York,1,24,1,2010,18,29,2,49.57
15497,-73.97459,40.742134,-73.977776,40.752247,New York,1,2,9,2011,7,41,22,5.7
15498,-73.9529,40.7802,-73.94124,40.78511,New York,1,23,9,2014,18,58,0,6.0
15499,-73.98304,40.76691,-73.9806,40.782375,New York,2,18,4,2009,22,46,14,6.1
15500,-73.99392,40.72058,-73.98219,40.74555,New York,1,23,3,2012,13,20,0,9.7
15501,-73.97854,40.740765,-73.993324,40.75236,New York,2,20,5,2012,19,47,0,6.9
15502,-73.981544,40.76372,-73.916275,40.76987,New York,1,8,4,2013,6,57,0,42.33
15503,-73.98931,40.72159,-73.98513,40.7325,New York,1,28,4,2013,15,13,0,5.0
15504,-73.99295,40.730072,-73.99416,40.74086,New York,1,4,10,2012,0,56,24,6.0
15505,-73.970634,40.7941,-73.95215,40.783726,New York,2,24,1,2013,5,27,32,7.0
15506,-74.000496,40.725876,-73.989265,40.757267,New York,1,4,2,2013,15,28,0,11.0
15507,-73.95994,40.77085,-73.94696,40.774197,New York,1,17,5,2013,14,11,45,6.0
15508,-73.989204,40.721127,-73.948494,40.780823,New York,5,25,8,2013,1,39,0,16.0
15509,-73.790436,40.6438,-73.91814,40.760075,New York,1,7,5,2009,23,18,13,32.5
15510,-73.950966,40.760914,-73.94426,40.756874,New York,2,12,12,2009,3,21,26,8.9
15511,-73.98192,40.779533,-73.979195,40.762802,New York,3,14,11,2010,0,14,26,5.7
15512,-73.978745,40.78576,-73.9764,40.78066,New York,1,26,7,2013,14,6,10,4.5
15513,-73.98054,40.76016,-73.977036,40.77924,New York,1,4,2,2014,22,36,24,7.5
15514,-73.98605,40.75551,-74.00256,40.72856,New York,2,20,2,2009,15,27,0,8.9
15515,-73.999344,40.718872,-73.984116,40.725243,New York,0,12,2,2012,2,3,50,6.5
15516,-73.985405,40.768974,-73.99101,40.765858,New York,1,2,2,2009,13,46,27,4.5
15517,-74.0154,40.711,-74.0036,40.7321,New York,1,18,9,2011,0,17,2,24.1
15518,-73.78659,40.641026,-73.984795,40.732246,New York,1,20,8,2012,16,8,0,49.8
15519,-73.987434,40.750435,-73.98125,40.779438,New York,2,16,10,2010,17,33,0,8.9
15520,-73.98504,40.742073,-74.00318,40.714725,New York,1,8,4,2010,9,20,0,11.7
15521,-73.98254,40.76232,-73.989,40.748795,New York,1,15,8,2009,2,22,0,4.9
15522,-73.99369,40.731247,-74.006996,40.740803,New York,2,26,1,2012,19,17,0,7.3
15523,-73.98175,40.74605,-73.947495,40.77112,New York,6,16,7,2013,21,16,0,13.0
15524,-73.99527,40.744865,-73.998146,40.745815,New York,1,27,12,2014,1,15,0,3.5
15525,-73.91806,40.777992,-73.91806,40.777992,New York,2,4,10,2014,21,38,28,5.0
15526,-73.94958,40.79669,-73.94622,40.78117,New York,1,23,6,2009,17,26,0,7.7
15527,-73.99875,40.739864,-74.00244,40.718437,New York,2,3,10,2011,13,59,0,7.3
15528,-73.9926,40.748165,-73.98172,40.757816,New York,1,16,4,2012,16,15,35,6.1
15529,-73.96276,40.76318,-73.98372,40.740864,New York,1,22,6,2015,7,24,1,9.5
15530,-74.0075,40.741844,-73.96193,40.76795,New York,1,5,9,2009,14,8,13,11.3
15531,-73.99387,40.760735,-73.993866,40.760693,New York,1,24,8,2011,22,0,0,49.8
15532,-73.983665,40.738335,-73.987946,40.732117,New York,1,29,12,2012,13,28,4,4.5
15533,-73.990715,40.745487,-74.00292,40.731033,New York,1,8,7,2012,18,2,0,5.7
15534,-73.955894,40.717625,-73.85393,40.721916,New York,1,27,10,2012,1,57,0,29.0
15535,-73.942635,40.79034,-73.861984,40.752502,New York,1,25,6,2013,22,22,48,28.0
15536,-74.00798,40.735493,-74.01505,40.710007,New York,1,31,12,2009,13,10,0,6.5
15537,-73.98407,40.76151,-73.99144,40.72696,New York,1,28,7,2012,22,49,45,12.1
15538,-73.9736,40.742302,-73.96071,40.816708,New York,1,12,4,2009,4,29,0,17.7
15539,-74.00255,40.734344,-73.988716,40.731064,New York,1,13,11,2012,19,16,29,6.0
15540,-73.87445,40.77396,-73.970055,40.76506,New York,1,2,12,2012,12,41,0,34.8
15541,-73.97126,40.76652,-73.99122,40.750248,New York,1,24,5,2014,21,21,2,8.5
15542,-73.94807,40.778725,-73.973724,40.763466,New York,1,2,11,2010,16,6,55,10.9
15543,-73.97353,40.743748,-73.94286,40.78579,New York,2,28,12,2013,23,27,0,12.5
15544,-73.9808,40.78503,-73.958046,40.78313,New York,2,15,9,2014,10,55,53,14.0
15545,-73.97575,40.76123,-73.94492,40.77474,New York,1,7,4,2015,20,54,14,11.0
15546,-73.960526,40.76161,-73.97696,40.76108,New York,1,9,1,2013,21,1,0,7.5
15547,-73.98685,40.71948,-73.95229,40.77563,New York,1,14,12,2013,2,14,0,17.5
15548,-73.94702,40.77597,-73.96665,40.756508,New York,1,20,6,2012,13,55,46,6.9
15549,-73.97783,40.752087,-73.97526,40.73534,New York,1,22,11,2012,19,3,0,7.5
15550,-73.97327,40.7517,-73.94922,40.773678,New York,2,26,10,2013,14,5,17,10.0
15551,-73.99651,40.716347,-73.99644,40.71632,New York,2,15,6,2009,12,37,0,2.9
15552,-73.78498,40.648567,-74.00627,40.708668,New York,1,9,8,2010,6,7,10,13.7
15553,-73.96134,40.769238,-73.98114,40.76808,New York,1,13,12,2010,10,21,0,8.1
15554,-73.97132,40.755764,-73.97307,40.743446,New York,1,25,3,2011,20,57,53,5.3
15555,-73.9917,40.7501,-73.981,40.7509,New York,0,3,8,2011,8,31,19,6.5
15556,-73.99705,40.737698,-73.986115,40.735596,New York,1,6,7,2013,17,22,10,8.0
15557,-73.960655,40.757614,-73.96696,40.761105,New York,1,6,3,2015,15,23,50,15.0
15558,-73.974525,40.762455,-74.01551,40.70935,New York,2,8,12,2010,21,27,0,18.1
15559,-74.001274,40.744076,-73.99489,40.735527,New York,1,23,12,2013,21,13,28,5.5
15560,-73.8641,40.770023,-73.99758,40.72301,New York,1,21,2,2015,11,9,6,39.5
15561,-73.975716,40.79204,-74.00687,40.745678,New York,2,17,4,2014,15,36,17,15.0
15562,-73.982635,40.762733,-74.00064,40.758163,New York,3,12,1,2015,7,35,22,7.0
15563,-73.97464,40.7779,-73.981445,40.7669,New York,1,25,4,2009,11,3,0,4.9
15564,-74.00663,40.731525,-73.97683,40.75206,New York,1,25,8,2014,17,58,12,13.0
15565,-73.990036,40.757004,-73.979034,40.74523,New York,1,30,6,2010,8,44,0,8.9
15566,-73.98172,40.730106,-73.97518,40.741447,New York,1,17,3,2012,1,10,0,4.9
15567,-73.969376,40.760746,-74.01512,40.70618,New York,1,12,6,2012,11,58,0,18.9
15568,-73.963455,40.757423,-73.955055,40.76498,New York,1,5,10,2009,9,11,0,4.5
15569,-73.94442,40.788036,-73.92988,40.767292,New York,1,31,1,2009,11,26,59,16.1
15570,-74.004814,40.73759,-73.97412,40.74304,New York,2,16,12,2009,21,2,0,8.5
15571,-73.9489,40.711056,-73.95672,40.71057,New York,1,30,1,2010,2,33,5,3.3
15572,-73.960815,40.76103,-73.95693,40.766495,New York,1,25,6,2010,8,36,0,3.3
15573,-74.00012,40.730663,-73.975105,40.73311,New York,1,27,5,2012,23,41,27,8.9
15574,-73.98905,40.74875,-73.998055,40.764954,New York,2,11,11,2012,14,5,32,9.5
15575,-73.98781,40.728558,-73.95362,40.767136,New York,1,2,7,2013,7,11,38,13.5
15576,-73.97787,40.7546,-73.96872,40.767387,New York,1,29,10,2013,8,36,50,7.5
15577,-73.979774,40.74625,-73.976295,40.728676,New York,1,13,2,2015,9,50,10,8.0
15578,-74.003746,40.74826,-74.010925,40.7293,New York,1,6,3,2009,15,58,0,7.3
15579,-73.98343,40.7302,-73.988914,40.75279,New York,1,20,3,2009,12,38,48,11.7
15580,-73.98814,40.75019,-73.88392,40.722794,New York,5,16,9,2010,18,10,0,8.5
15581,-73.96964,40.790237,-73.99487,40.750263,New York,1,21,6,2011,15,18,43,12.1
15582,-74.002556,40.739418,-73.99307,40.739185,New York,1,10,10,2012,17,30,0,5.0
15583,-73.999306,40.754543,-73.956894,40.78077,New York,1,14,1,2010,19,14,0,11.7
15584,-73.954865,40.76745,-73.95034,40.77559,New York,1,24,11,2010,15,29,45,5.3
15585,-73.958626,40.717113,-73.96214,40.71289,New York,1,31,12,2012,23,5,19,5.0
15586,-73.95344,40.76752,-73.96968,40.76282,New York,1,11,1,2013,12,28,0,6.5
15587,-73.99039,40.736523,-73.937454,40.689213,New York,2,3,2,2014,1,23,1,21.0
15588,-73.98603,40.73811,-73.98147,40.744263,New York,2,29,8,2009,23,42,44,3.7
15589,-73.980774,40.770794,-73.99806,40.756657,New York,2,10,2,2015,21,52,49,7.0
15590,-73.99163,40.77016,-74.00864,40.746502,New York,2,24,9,2009,11,9,50,9.3
15591,-73.997734,40.721615,-73.9532,40.812935,New York,3,7,6,2012,1,28,10,24.1
15592,-73.98432,40.743313,-74.00459,40.70834,New York,3,9,6,2012,23,48,29,9.7
15593,-73.97826,40.745686,-73.9984,40.76442,New York,1,30,12,2013,21,35,6,12.0
15594,-73.97938,40.78491,-73.944496,40.77816,New York,5,17,2,2009,15,13,0,11.3
15595,-73.98889,40.763393,-73.990585,40.726456,New York,1,29,1,2011,14,0,0,13.3
15596,-73.976326,40.73973,-73.95288,40.803467,New York,1,9,12,2014,19,36,0,19.0
15597,-73.981,40.761177,-73.98267,40.738613,New York,1,15,3,2013,6,29,0,9.0
15598,-73.97163,40.766354,-73.96453,40.767216,New York,1,20,1,2014,14,53,0,4.5
15599,-73.96127,40.76487,-73.96301,40.77485,New York,5,25,5,2010,20,48,0,4.5
15600,-73.7818,40.64478,-73.98238,40.77161,New York,1,20,8,2014,0,36,0,57.33
15601,-73.87064,40.77358,-74.000114,40.74317,New York,1,25,9,2011,21,22,41,30.2
15602,-74.0065,40.744865,-73.98655,40.767403,New York,1,10,11,2011,12,26,0,7.7
15603,-73.996445,40.723755,-73.990944,40.744843,New York,1,27,10,2013,13,12,21,8.5
15604,-73.94689,40.7802,-74.00993,40.70579,New York,1,21,9,2014,19,17,0,22.0
15605,-73.97378,40.76376,-73.97738,40.75697,New York,1,6,8,2010,16,25,8,4.9
15606,-73.98265,40.775276,-73.95571,40.76416,New York,3,21,6,2012,8,56,20,8.9
15607,-73.97336,40.748924,-74.01695,40.710968,New York,1,15,5,2010,19,3,14,16.1
15608,-73.99146,40.74981,-73.97251,40.755924,New York,1,17,9,2011,10,56,15,8.5
15609,-73.977974,40.74573,-73.96987,40.766354,New York,1,8,3,2014,15,28,0,9.0
15610,-73.97149,40.763515,-73.990364,40.751686,New York,1,10,6,2015,18,58,31,13.5
15611,-73.9742,40.794872,-73.9583,40.802948,New York,1,21,6,2010,23,34,10,6.1
15612,-73.96151,40.76424,-73.988434,40.753983,New York,1,27,1,2012,14,24,37,12.1
15613,-73.98828,40.754097,-73.967285,40.769337,New York,1,7,2,2014,8,48,0,11.0
15614,-74.00526,40.73712,-73.97881,40.76492,New York,1,3,5,2014,18,36,0,18.0
15615,-73.978226,40.7718,-73.95292,40.769073,New York,1,31,5,2010,23,6,0,6.9
15616,-73.97175,40.78711,-73.986946,40.776814,New York,1,12,8,2010,11,18,0,6.9
15617,-73.96098,40.7651,-73.968414,40.770557,New York,2,22,9,2010,18,58,9,4.9
15618,-74.01465,40.71704,-73.97025,40.75012,New York,1,6,10,2010,7,31,0,19.3
15619,-73.98632,40.749073,-73.97284,40.745148,New York,4,27,7,2014,20,15,0,5.0
15620,-73.9813,40.74156,-73.946884,40.781693,New York,1,2,12,2009,19,54,38,11.3
15621,-74.01502,40.713768,-74.01496,40.709476,New York,1,11,5,2014,15,29,0,5.0
15622,-73.99901,40.76409,-73.99443,40.74853,New York,1,11,5,2014,15,29,0,9.0
15623,-73.97184,40.752354,-73.979706,40.75506,New York,5,11,10,2010,21,3,0,4.1
15624,-73.98767,40.77537,-73.99782,40.76171,New York,1,26,4,2011,15,14,3,5.3
15625,-73.96905,40.76399,-73.97033,40.753036,New York,1,19,9,2011,12,41,0,6.1
15626,-73.9933,40.745865,-73.976295,40.73247,New York,1,20,1,2014,10,24,39,8.5
15627,-73.99495,40.74,-73.986084,40.762554,New York,1,10,2,2009,17,14,0,9.3
15628,-73.95399,40.766743,-73.97687,40.760735,New York,1,10,6,2009,8,7,27,8.9
15629,-73.99254,40.7344,-74.00417,40.74255,New York,3,24,12,2009,23,44,1,5.7
15630,-73.97636,40.739796,-73.92377,40.743557,New York,1,23,12,2009,21,14,1,11.3
15631,-73.99763,40.756424,-74.007065,40.741642,New York,1,27,9,2012,20,48,0,7.0
15632,-73.97898,40.74759,-73.99417,40.73208,New York,1,5,11,2009,0,54,55,5.7
15633,-73.8726,40.77421,-73.993195,40.75624,New York,2,23,7,2012,14,53,25,30.5
15634,-74.01062,40.711353,-73.98914,40.75627,New York,1,31,5,2013,17,52,0,21.0
15635,-73.98744,40.744446,-73.98384,40.74909,New York,1,28,9,2013,14,36,0,9.5
15636,-73.9783,40.778057,-73.99366,40.72437,New York,3,15,5,2010,18,21,1,18.1
15637,-73.97996,40.743298,-73.94774,40.77614,New York,2,4,11,2010,15,29,45,12.1
15638,-73.96915,40.785545,-74.00127,40.725086,New York,5,6,5,2009,18,21,0,17.7
15639,-73.991936,40.71812,-73.95882,40.716827,New York,1,14,6,2009,3,11,3,8.1
15640,-73.97789,40.7254,-73.94217,40.78684,New York,1,7,1,2011,10,1,0,14.1
15641,-73.94984,40.772175,-73.981766,40.769123,New York,1,22,7,2013,9,11,0,14.5
15642,-73.99057,40.718346,-73.97997,40.734886,New York,2,19,1,2010,12,23,16,5.7
15643,-73.99798,40.740986,-73.99798,40.740986,New York,1,6,2,2012,20,28,0,4.5
15644,-73.95745,40.774384,-73.98766,40.738556,New York,1,26,1,2014,12,8,16,13.5
15645,-73.99005,40.75168,-73.98138,40.75759,New York,1,9,12,2014,5,42,1,6.0
15646,-73.92544,40.75888,-73.858444,40.753937,New York,3,10,9,2012,23,2,0,15.5
15647,-73.98221,40.77258,-73.97205,40.794018,New York,2,16,3,2013,13,14,57,8.0
15648,-73.9695,40.74586,-73.98788,40.74791,New York,1,16,2,2009,15,20,55,5.3
15649,0.0,0.0,0.0,0.0,New York,1,3,5,2010,22,37,54,31.6
15650,-73.95235,40.781197,-73.9627,40.759075,New York,2,20,4,2011,22,29,31,7.7
15651,-73.99487,40.76052,-73.96742,40.798107,New York,1,25,4,2013,23,44,0,10.5
15652,-73.98427,40.77022,-73.955826,40.803608,New York,1,26,9,2010,13,16,0,13.3
15653,-73.9849,40.7371,-73.9966,40.727,New York,2,27,9,2011,16,9,43,7.3
15654,-73.98212,40.75716,-73.9631,40.770744,New York,5,20,12,2011,23,4,0,6.9
15655,-73.9926,40.748142,-73.98137,40.741123,New York,1,12,3,2012,17,57,7,5.3
15656,-73.96871,40.76978,-73.96838,40.76526,New York,4,16,5,2014,11,49,0,5.5
15657,-73.99585,40.744164,-73.9929,40.72022,New York,2,6,4,2015,1,52,30,8.5
15658,-73.98584,40.758553,-73.95656,40.775425,New York,2,16,2,2009,18,54,0,10.1
15659,-73.989555,40.750446,-74.001434,40.731857,New York,1,16,7,2011,16,23,0,5.7
15660,-74.004395,40.742477,-73.96323,40.71365,New York,2,3,3,2012,3,11,23,15.7
15661,-73.99768,40.75558,-74.00461,40.70656,New York,4,19,6,2015,10,7,59,22.5
15662,-73.984665,40.742126,-74.00512,40.737568,New York,1,23,6,2009,14,45,18,8.5
15663,-73.99026,40.73323,-73.97723,40.722645,New York,1,7,11,2009,15,10,46,5.7
15664,-73.990616,40.73727,-73.985504,40.753887,New York,2,11,3,2010,11,50,47,7.3
15665,-74.00662,40.708057,-73.94492,40.715176,New York,5,4,8,2011,1,42,0,14.9
15666,0.0,0.0,0.0,0.0,New York,1,1,7,2012,21,47,30,11.3
15667,-73.95857,40.71711,-73.9454,40.725388,New York,1,17,9,2009,19,24,14,4.9
15668,-73.96571,40.76874,-73.985176,40.76417,New York,1,30,12,2009,20,28,0,7.3
15669,-73.99576,40.728172,-73.967255,40.76573,New York,1,18,2,2011,9,34,20,12.1
15670,-73.96438,40.807526,-73.952705,40.783394,New York,6,27,3,2013,19,44,0,11.0
15671,-73.98502,40.760307,-73.97799,40.783665,New York,1,14,5,2013,0,45,36,9.5
15672,-74.00266,40.749928,-73.98858,40.748608,New York,1,11,4,2014,2,26,9,6.0
15673,-73.98864,40.731243,-73.98322,40.726646,New York,1,19,6,2015,2,35,25,4.0
15674,-73.99503,40.71771,-74.01274,40.70232,New York,2,15,7,2012,11,0,0,8.5
15675,-73.97215,40.759495,-73.98967,40.762688,New York,1,7,4,2015,16,35,35,11.0
15676,-73.97879,40.7242,-73.978195,40.75199,New York,1,20,11,2010,13,9,25,10.5
15677,-74.006775,40.74418,-73.990944,40.746246,New York,1,2,12,2012,14,50,36,10.5
15678,-73.95478,40.773216,-73.93662,40.80413,New York,1,12,12,2012,19,37,0,9.0
15679,-73.991356,40.723858,-73.98674,40.728287,New York,1,12,1,2014,13,1,14,5.0
15680,-73.95112,40.782745,-73.936424,40.81161,New York,1,8,8,2014,8,23,0,9.0
15681,-73.99616,40.7322,-74.009926,40.725327,New York,1,16,3,2015,19,22,46,7.0
15682,-74.004364,40.741943,-73.984856,40.76106,New York,2,28,10,2011,18,24,0,9.3
15683,-73.98628,40.75093,-74.00495,40.744766,New York,1,17,6,2014,16,18,0,10.5
15684,-73.95699,40.770668,-74.00637,40.74382,New York,1,16,4,2009,23,9,38,14.5
15685,-73.99122,40.74973,-73.98158,40.722126,New York,2,30,1,2011,22,6,0,9.7
15686,-74.002464,40.74698,-73.94044,40.724712,New York,1,4,5,2011,22,43,3,23.7
15687,-73.97387,40.753757,-74.01439,40.715572,New York,1,8,5,2014,9,8,2,25.5
15688,-73.99412,40.694824,-73.97823,40.659042,New York,1,19,11,2009,20,55,2,11.7
15689,-73.99315,40.736496,-73.984436,40.75463,New York,1,8,5,2015,23,33,0,8.5
15690,-73.989296,40.74819,-73.9858,40.758713,New York,3,29,10,2010,21,31,33,5.3
15691,-73.96505,40.775505,-73.97823,40.76253,New York,4,10,5,2009,15,6,31,6.5
15692,-73.98373,40.760803,-73.98373,40.767067,New York,1,22,10,2009,2,7,0,3.7
15693,-73.97837,40.786366,-73.96829,40.800373,New York,1,20,5,2012,14,47,31,6.5
15694,-74.004295,40.721985,-74.00067,40.738968,New York,1,7,8,2012,17,13,0,6.1
15695,-73.95643,40.81839,-73.9655,40.80096,New York,1,13,8,2013,20,32,0,7.5
15696,-73.98829,40.73926,-73.974525,40.73664,New York,5,6,12,2013,18,27,0,8.0
15697,-73.96249,40.758743,-73.980156,40.75168,New York,1,2,3,2009,16,22,37,8.3
15698,-73.99975,40.761806,-73.98386,40.760895,New York,1,24,6,2009,7,1,4,6.5
15699,-73.99277,40.73722,-73.99688,40.7206,New York,2,5,8,2009,21,15,12,6.9
15700,-73.98386,40.676006,-73.983086,40.67299,New York,1,19,5,2010,21,48,0,3.3
15701,-73.95947,40.7711,-73.95132,40.78241,New York,1,12,2,2012,16,9,41,4.1
15702,-73.9794,40.766804,-73.97392,40.76484,New York,1,23,7,2012,22,49,0,3.7
15703,-74.008,40.717155,-74.00765,40.7408,New York,1,4,4,2013,23,23,37,8.5
15704,-73.789055,40.647,-73.98587,40.73205,New York,1,20,4,2009,18,49,33,49.15
15705,-73.98741,40.776287,-73.977875,40.755623,New York,5,29,9,2009,12,40,0,10.5
15706,-73.97978,40.77117,-73.980675,40.782578,New York,2,19,10,2009,18,39,0,4.9
15707,-73.935745,40.75594,-73.86626,40.749535,New York,1,16,5,2010,0,36,29,14.1
15708,-73.862625,40.76872,-73.9739,40.764236,New York,3,2,5,2011,15,32,0,31.3
15709,-73.9731,40.758717,-73.984985,40.729004,New York,5,13,9,2014,11,25,0,11.5
15710,-73.947075,40.776093,-73.953255,40.78108,New York,1,30,10,2014,14,7,54,4.5
15711,-73.7811,40.64509,-73.81196,40.71262,New York,1,3,10,2009,18,6,46,19.3
15712,-73.97617,40.759056,-73.97353,40.763966,New York,1,19,2,2010,13,3,0,6.5
15713,-73.99039,40.686905,-73.973724,40.682938,New York,1,30,3,2014,18,5,0,9.0
15714,-73.98746,40.761505,-73.96329,40.757553,New York,1,2,12,2014,20,27,55,11.5
15715,-73.873055,40.773907,-73.920815,40.74649,New York,1,31,5,2015,23,44,15,15.5
15716,-74.00018,40.761127,-73.95161,40.82473,New York,1,30,8,2009,17,59,55,13.7
15717,-73.99001,40.76145,-74.000114,40.758404,New York,1,15,4,2015,12,22,43,6.5
15718,-73.978424,40.747604,-73.97794,40.763123,New York,2,1,1,2010,10,45,0,5.7
15719,-74.00137,40.726265,-74.01126,40.70785,New York,3,8,5,2010,18,56,55,8.1
15720,-73.972435,40.75917,-73.95531,40.765778,New York,1,14,2,2011,15,14,0,6.9
15721,-73.99458,40.74825,-73.97935,40.76617,New York,5,2,10,2009,18,26,0,8.9
15722,-73.94775,40.77641,-73.97596,40.753784,New York,1,15,9,2011,17,44,15,10.5
15723,-73.985725,40.759914,-73.87087,40.77399,New York,1,20,8,2014,15,43,50,45.83
15724,-74.00582,40.750954,-73.96275,40.75806,New York,5,26,9,2014,18,29,0,17.0
15725,-74.009735,40.738094,-73.98881,40.73475,New York,1,16,12,2014,0,25,23,8.5
15726,-73.87448,40.774,-73.98746,40.75992,New York,1,11,10,2011,16,24,0,34.1
15727,-73.95145,40.77413,-73.96929,40.79616,New York,1,14,2,2012,15,52,0,10.1
15728,-73.99252,40.74285,-73.98563,40.75476,New York,1,17,10,2014,8,35,45,8.0
15729,-73.98703,40.74629,-73.97551,40.784447,New York,1,20,10,2014,19,25,52,16.0
15730,-73.97321,40.790092,-73.96006,40.77961,New York,1,4,11,2009,12,32,0,6.1
15731,-73.96133,40.77438,-73.971016,40.78795,New York,5,30,11,2009,15,46,0,7.7
15732,-73.98376,40.75563,-73.99156,40.770252,New York,1,4,1,2012,19,6,0,6.5
15733,-73.97905,40.7615,-73.996414,40.753597,New York,1,30,1,2012,8,31,40,7.3
15734,-73.98816,40.720516,-73.97349,40.761333,New York,1,27,5,2012,0,43,18,11.3
15735,-73.95625,40.716972,-73.954735,40.727173,New York,1,22,9,2012,20,22,0,6.0
15736,-73.99534,40.743916,-73.98566,40.727806,New York,1,18,1,2014,20,16,0,14.5
15737,-73.97547,40.75276,-73.9911,40.75044,New York,1,3,4,2012,22,33,50,5.3
15738,-73.97438,40.7531,-73.98949,40.75892,New York,1,29,4,2012,0,20,0,8.1
15739,-73.93776,40.758156,-73.93776,40.758156,New York,1,11,5,2012,7,28,0,8.5
15740,-73.965195,40.754925,-73.970184,40.76174,New York,3,10,7,2013,8,52,43,7.0
15741,-73.99149,40.72758,-73.977844,40.75122,New York,1,5,1,2014,13,51,27,8.5
15742,-73.99125,40.770226,-73.9695,40.7951,New York,2,20,10,2010,21,6,22,6.9
15743,-73.99854,40.7605,-73.98926,40.745575,New York,5,22,7,2011,17,50,0,6.1
15744,-73.78987,40.64687,-73.970406,40.760456,New York,2,22,3,2014,7,21,40,57.33
15745,-73.9935,40.742165,-73.86509,40.770557,New York,2,31,10,2014,14,11,59,39.33
15746,-74.00417,40.74774,-73.99154,40.751682,New York,1,22,4,2015,8,1,27,6.0
15747,-73.96111,40.765167,-73.97126,40.760956,New York,1,14,10,2009,9,49,24,5.3
15748,-74.00758,40.705147,-73.984474,40.72864,New York,1,9,10,2011,14,42,0,11.7
15749,-73.97097,40.76077,-73.94792,40.770493,New York,1,31,10,2011,19,14,0,9.3
